Comp_ID,ES_ID,Exp_ID,Study_ID,First_author,Year,Journal_ID,J_abbr_name,J_IF,animal,Strain,Dam_intake_measured,Dam_VitMin_eql,Dam_AdLib_contr,Dam_AdLib_exp,Dam_caloric_restr,Dam_choice_diet,Dam_diet_code_contr,Dam_diet_code_exp,Dam_diet_start_exp_dPC,Dam_diet_end_exp_dPC,Dam_diet_start_exp_dPC_RAT,Dam_diet_end_exp_dPC_RAT,Dam_diet_lactation_incl,Dam_age_mating_d,Dam_N_contr,Dam_N_exp,Temperature,Photoperiod,Litter_size,Litter_size_equalized,Offspr_crossfosterd,Offspr_sex,Offspr_housing,Offspr_diet_code,Offspr_choice_diet,Offspr_diet_start_dPC,Intake_age_dPC,TBodyweight_age_dPC,Intake_duration,RelIntake_mean_contr,RelIntake_SE_contr,RelIntake_N_contr,RelIntake_mean_exp,RelIntake_SE_exp,RelIntake_N_exp,RelIntake_Cd,RelIntake_Hd,RelIntake_HdVar,Bodyweight_mean_contr,Bodyweight_SE_contr,Bodyweight_N_contr,Bodyweight_mean_exp,Bodyweight_SE_exp,Bodyweight_N_exp,Bodyweight_Cd,Bodyweight_Hd,Bodyweight_HdVar,AbsIntake_mean_contr,AbsIntake_SE_contr,AbsIntake_N_contr,AbsIntake_mean_exp,AbsIntake_SE_exp,AbsIntake_N_exp,AbsIntake_Cd,AbsIntake_Hd,AbsIntake_HdVar,RelIntake2_mean_contr,RelIntake2_SE_contr,RelIntake_N_contr,RelIntake2_mean_exp,RelIntake2_SE_exp,RelIntake_N_exp,RelIntake2_Cd,RelIntake2_Hd,RelIntake2_HdVar,Offspr_data_source,Comments,Preference,IntakeTBW_SE_imputed,TBodyweight_SE_imputed,Comments,Original_measur_units,Paper_topic,Suppl_files
Comp1453,ES307,Exp161,Study109,Masuyama,2014,J011,Plos ONE,4.092,mouse,ICR,yes,yes,yes,yes,0,0,OY_CD_JP,HF_JP,-28,42,-28,42,1,84,6,6,,,9,yes,yes,F,individual,OY_CD_JP,0,42,49,49,14,0.5767,0.0516,6,0.5616,0.0514,6,-0.120,-0.111,0.334,10.96,0.62,6,12.56,0.65,6,1.026,0.947,0.378,6.32,0.44,6,7.05,0.53,6,0.612,0.565,0.349,1.049,0.094,6.000,1.057,0.097,6.000,0.033,0.031,0.333,Fig2AB,OCC vs. OHH,0,0,0,,g/day,0,calculations_MAME_FB_Comp1435to1458
Comp1454,ES307,Exp161,Study109,Masuyama,2014,J011,Plos ONE,4.092,mouse,ICR,yes,yes,yes,yes,0,0,OY_CD_JP,HF_JP,-28,42,-28,42,1,84,6,6,,,9,yes,yes,F,individual,OY_CD_JP,0,42,63,63,14,0.4666,0.0195,6,0.5278,0.0179,6,1.335,1.232,0.409,21.71,0.65,6,23.25,0.54,6,1.062,0.980,0.381,10.13,0.30,6,12.27,0.31,6,2.911,2.687,0.694,1.007,0.042,6.000,1.159,0.039,6.000,1.522,1.405,0.432,Fig2AB,OCC vs. OHH,0,0,0,,g/day,0,calculations_MAME_FB_Comp1435to1458
Comp1455,ES307,Exp161,Study109,Masuyama,2014,J011,Plos ONE,4.092,mouse,ICR,yes,yes,yes,yes,0,0,OY_CD_JP,HF_JP,-28,42,-28,42,1,84,6,6,,,9,yes,yes,F,individual,OY_CD_JP,0,42,77,77,14,0.3913,0.0243,6,0.4357,0.0155,6,0.892,0.823,0.367,28.35,0.88,6,32.10,0.43,6,2.214,2.043,0.542,11.09,0.60,6,13.99,0.46,6,2.220,2.050,0.543,0.903,0.056,6.000,1.037,0.037,6.000,1.157,1.068,0.390,Fig2AB,OCC vs. OHH,0,0,0,,g/day,0,calculations_MAME_FB_Comp1435to1458
Comp1456,ES307,Exp161,Study109,Masuyama,2014,J011,Plos ONE,4.092,mouse,ICR,yes,yes,yes,yes,0,0,OY_CD_JP,HF_JP,-28,42,-28,42,1,84,6,6,,,9,yes,yes,F,individual,OY_CD_JP,0,42,91,91,14,0.3710,0.0195,6,0.3791,0.0142,6,0.194,0.179,0.335,30.62,0.71,6,38.37,0.36,6,5.631,5.197,1.684,11.36,0.54,6,14.55,0.53,6,2.449,2.261,0.589,0.873,0.046,6.000,0.944,0.035,6.000,0.706,0.652,0.355,Fig2AB,OCC vs. OHH,0,0,0,,g/day,0,calculations_MAME_FB_Comp1435to1458
Comp1457,ES307,Exp161,Study109,Masuyama,2014,J011,Plos ONE,4.092,mouse,ICR,yes,yes,yes,yes,0,0,OY_CD_JP,HF_JP,-28,42,-28,42,1,84,6,6,,,9,yes,yes,F,individual,OY_CD_JP,0,42,105,105,14,0.3600,0.0200,6,0.3588,0.0103,6,-0.031,-0.028,0.333,31.91,0.82,6,42.64,0.41,6,6.748,6.229,2.273,11.49,0.57,6,15.30,0.41,6,3.138,2.897,0.753,0.856,0.048,6.000,0.917,0.026,6.000,0.650,0.600,0.351,Fig2AB,OCC vs. OHH,0,0,0,,g/day,0,calculations_MAME_FB_Comp1435to1458
Comp1458,ES307,Exp161,Study109,Masuyama,2014,J011,Plos ONE,4.092,mouse,ICR,yes,yes,yes,yes,0,0,OY_CD_JP,HF_JP,-28,42,-28,42,1,84,6,6,,,9,yes,yes,F,individual,OY_CD_JP,0,42,119,119,14,0.3478,0.0189,6,0.3432,0.0100,6,-0.127,-0.117,0.334,32.57,0.90,6,44.83,0.30,6,7.462,6.888,2.706,11.33,0.53,6,15.38,0.44,6,3.418,3.155,0.831,0.831,0.045,6.000,0.888,0.026,6.000,0.633,0.585,0.350,Fig2AB,OCC vs. OHH,0,0,0,,g/day,0,calculations_MAME_FB_Comp1435to1458
Comp1459,ES308,Exp162,Study110,Mucellini,2014,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,CR1NutriLab_BR,CAF_BR,-150,42,-150,42,1,170,14,9,22,12,,,yes,M,individual,CR1NutriLab_BR,0,37,70,70,14,0.2370,0.0186,16,0.2370,0.0192,21,0.000,0.000,0.110,60.18,3.34,16,59.94,3.44,21,-0.016,-0.016,0.110,14.26,0.79,16,14.21,0.82,21,-0.016,-0.016,0.110,0.660,0.052,16.000,0.659,0.054,21.000,-0.003,-0.003,0.110,"Fig2,3",CON-CON vs. CAF-CON,0,0,0,,g/day,0,calculations_MAME_FB_Comp1459to1463
Comp1460,ES308,Exp162,Study110,Mucellini,2014,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,CR1NutriLab_BR,CAF_BR,-150,42,-150,42,1,170,14,9,22,12,,,yes,M,individual,CR1NutriLab_BR,0,37,84,84,14,0.2370,0.0076,16,0.2370,0.0042,21,0.000,0.000,0.110,72.49,1.64,16,87.95,1.09,21,2.698,2.639,0.210,17.18,0.39,16,20.84,0.26,21,2.698,2.639,0.210,0.692,0.022,16.000,0.726,0.013,21.000,0.469,0.459,0.113,"Fig2,3",CON-CON vs. CAF-CON,0,0,0,,g/day,0,calculations_MAME_FB_Comp1459to1463
Comp1461,ES308,Exp162,Study110,Mucellini,2014,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,CR1NutriLab_BR,CAF_BR,-150,42,-150,42,1,170,14,9,22,12,,,yes,M,individual,CR1NutriLab_BR,0,37,98,98,14,0.2370,0.0065,16,0.2370,0.0103,21,0.000,0.000,0.110,76.21,1.47,16,82.36,2.54,21,0.640,0.626,0.116,18.06,0.35,16,19.52,0.60,21,0.640,0.626,0.116,0.700,0.019,16.000,0.714,0.031,21.000,0.115,0.113,0.110,"Fig2,3",CON-CON vs. CAF-CON,0,0,0,,g/day,0,calculations_MAME_FB_Comp1459to1463
Comp1462,ES308,Exp162,Study110,Mucellini,2014,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,CR1NutriLab_BR,CAF_BR,-150,42,-150,42,1,170,14,9,22,12,,,yes,M,individual,CR1NutriLab_BR,0,37,112,112,14,0.2370,0.0052,16,0.2370,0.0060,21,0.000,0.000,0.110,71.30,1.11,16,72.89,1.31,21,0.295,0.288,0.111,16.90,0.26,16,17.28,0.31,21,0.295,0.288,0.111,0.689,0.015,16.000,0.692,0.018,21.000,0.052,0.051,0.110,"Fig2,3",CON-CON vs. CAF-CON,0,0,0,,g/day,0,calculations_MAME_FB_Comp1459to1463
Comp1463,ES308,Exp162,Study110,Mucellini,2014,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,CR1NutriLab_BR,CAF_BR,-150,42,-150,42,1,170,14,9,22,12,,,yes,M,individual,CR1NutriLab_BR,0,37,126,126,14,0.2370,0.0088,16,0.2370,0.0053,21,0.000,0.000,0.110,77.60,2.05,16,73.43,1.17,21,-0.621,-0.608,0.115,18.39,0.49,16,17.40,0.28,21,-0.621,-0.608,0.115,0.703,0.026,16.000,0.694,0.016,21.000,-0.110,-0.108,0.110,"Fig2,3",CON-CON vs. CAF-CON,0,0,0,,g/day,0,calculations_MAME_FB_Comp1459to1463
Comp1464,ES309,Exp163,Study111,Ornellas,2013,J066,Life Sci,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,AIN93G,AIN93G_HF,-22,42,-22,42,0,84,10,10,21,12,6,yes,no,M,individual,AIN93G,0,42,105,105,63,0.4429,0.0116,10,0.4646,0.0099,10,0.640,0.613,0.210,21.25,0.55,5,24.28,0.47,5,2.656,2.399,0.760,9.41,0.05,10,11.28,0.09,10,7.900,7.566,1.790,0.951,0.025,10.000,1.031,0.022,10.000,1.088,1.042,0.230,"Tab3, Fig3",Mo-SC vs. Mo-HF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1464to1465
Comp1465,ES310,Exp163,Study111,Ornellas,2013,J066,Life Sci,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,AIN93G,AIN93G_HF,-22,42,-22,42,0,84,10,10,21,12,6,yes,no,F,individual,AIN93G,0,42,105,105,63,0.5008,0.0131,10,0.4876,0.0089,10,-0.372,-0.356,0.204,15.24,0.37,5,18.62,0.28,5,4.596,4.151,1.477,7.63,0.07,10,9.08,0.09,10,5.456,5.225,0.958,0.989,0.026,10.000,1.013,0.018,10.000,0.330,0.316,0.203,"Tab3, Fig3",Mo-SC vs. Mo-HF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1464to1465
Comp1466,ES311,Exp164,Study112,King,2013,J011,Plos ONE,4.092,mouse,C57BL/6J,yes,yes,yes,yes,0,0,D12328,D12331,-84,42,-84,42,1,119,9,8,22,12,5,yes,no,M,group,RM1,0,42,101,101,30,0.4268,0.0086,47,0.4440,0.0106,30,0.293,0.291,0.055,28.09,0.33,47,28.34,0.44,30,0.105,0.104,0.055,11.99,0.20,47,12.58,0.23,30,0.449,0.445,0.056,0.983,0.020,47.000,1.024,0.024,30.000,0.309,0.306,0.055,"text p2517, Fig2",CON vs. DIO,0,0,0,timing and sample sizes - request - received,g/day,0,calculations_MAME_FB_Comp1466to1467
Comp1467,ES312,Exp164,Study112,King,2013,J011,Plos ONE,4.092,mouse,C57BL/6J,yes,yes,yes,yes,0,0,D12328,D12331,-84,42,-84,42,1,119,6,8,22,12,5,yes,no,F,group,RM1,0,42,101,101,30,0.4656,0.0131,31,0.4857,0.0139,39,0.250,0.247,0.058,21.94,0.55,31,20.90,0.36,39,-0.396,-0.392,0.059,10.22,0.13,31,10.15,0.23,39,-0.056,-0.055,0.058,1.008,0.028,31.000,1.039,0.030,39.000,0.178,0.176,0.058,"text p2517, Fig2",CON vs. DIO,0,0,0,timing and sample sizes - request - received,g/day,0,calculations_MAME_FB_Comp1466to1467
Comp1468,ES313,Exp165,Study113,Rajia,2012,J000,thesis,0.000,rat,Sprague-Dawley,yes,no,yes,yes,0,1,stdGSSAU1,cafHFDAU1,-35,41,-35,41,1,98,7,7,20,12,12,no,no,F,not known,stdGSSAU1,0,42,116,92,70,0.3024,0.3108,13,0.3091,0.3139,9,0.006,0.006,0.188,195.95,3.00,13,212.37,3.00,9,1.621,1.559,0.249,59.24,60.89,13,65.64,66.66,9,0.030,0.029,0.188,1.131,1.163,13.000,1.180,1.198,9.000,0.012,0.012,0.188,"Fig5.5B, Fig5.1",CNC vs. HNC,0,0,1,mean body weight betweeweeks 5 and 15 calculatedfrom Fig 5.1,kcal/day,1,calculations_MAME_FB_Comp1468to1469
Comp1469,ES314,Exp165,Study113,Rajia,2012,J000,thesis,0.000,rat,Sprague-Dawley,yes,no,yes,yes,0,1,stdGSSAU1,cafHFDAU1,-35,41,-35,41,1,98,7,7,20,12,12,no,no,F,not known,cafHFDAU1,0,42,116,92,70,0.4906,0.4993,14,0.5655,0.5712,10,0.041,0.039,0.171,232.39,3.00,14,247.56,3.00,10,1.438,1.388,0.215,114.01,116.02,14,139.99,141.39,10,0.059,0.057,0.172,1.916,1.949,14.000,2.243,2.266,10.000,0.045,0.044,0.171,"Fig5.5B, Fig5.1",CNH vs. HNH,0,0,1,mean body weight betweeweeks 5 and 15 calculatedfrom Fig 5.1,kcal/day,1,calculations_MAME_FB_Comp1468to1469
Comp1470,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,49,49,7,1.3590,0.1177,6,1.4045,0.1395,6,0.144,0.133,0.334,6.08,0.47,6,6.86,0.50,6,0.659,0.608,0.352,8.26,0.33,6,9.64,0.65,6,1.090,1.006,0.384,2.134,0.185,6.000,2.273,0.226,6.000,0.276,0.254,0.337,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1471,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,56,56,7,1.0957,0.1148,6,1.1203,0.2177,6,0.058,0.053,0.333,8.84,0.82,6,9.90,1.92,6,0.293,0.270,0.337,9.68,0.47,6,11.09,0.20,6,1.580,1.459,0.440,1.889,0.198,6.000,1.987,0.386,6.000,0.130,0.120,0.334,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1472,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,63,63,7,0.6749,0.0537,6,0.7681,0.1052,6,0.455,0.420,0.342,14.15,0.64,6,15.11,1.93,6,0.273,0.252,0.337,9.55,0.62,6,11.61,0.58,6,1.390,1.283,0.416,1.309,0.104,6.000,1.514,0.207,6.000,0.511,0.471,0.344,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1473,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,70,70,7,0.5205,0.0305,6,0.7392,0.0786,6,1.498,1.383,0.429,18.22,0.57,6,16.19,1.33,6,-0.809,-0.747,0.361,9.48,0.47,6,11.97,0.81,6,1.538,1.419,0.434,1.075,0.063,6.000,1.483,0.158,6.000,1.385,1.279,0.415,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1474,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,77,77,7,0.5529,0.0224,6,0.5872,0.0464,6,0.385,0.355,0.340,19.90,0.61,6,20.38,1.33,6,0.190,0.176,0.335,11.00,0.29,6,11.97,0.54,6,0.914,0.844,0.369,1.168,0.047,6.000,1.248,0.099,6.000,0.422,0.390,0.341,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1475,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,84,84,7,0.4884,0.0316,6,0.5576,0.0421,6,0.758,0.700,0.358,21.78,1.25,6,21.58,1.56,6,-0.056,-0.052,0.333,10.64,0.32,6,12.03,0.27,6,1.925,1.777,0.491,1.055,0.068,6.000,1.202,0.091,6.000,0.746,0.688,0.357,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1476,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,91,91,7,0.4524,0.0246,6,0.5143,0.0278,6,0.961,0.887,0.373,23.41,0.72,6,23.09,1.09,6,-0.141,-0.131,0.334,10.59,0.48,6,11.88,0.32,6,1.296,1.196,0.405,0.995,0.054,6.000,1.127,0.061,6.000,0.936,0.864,0.371,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1477,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,98,98,7,0.4848,0.0159,6,0.5503,0.0411,6,0.859,0.793,0.365,23.85,0.43,6,24.29,1.34,6,0.179,0.165,0.335,11.56,0.32,6,13.36,0.67,6,1.399,1.291,0.417,1.071,0.035,6.000,1.222,0.091,6.000,0.888,0.820,0.367,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1478,ES315,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,M,individual,RM1,0,41,105,105,7,0.4879,0.0206,6,0.5433,0.0309,6,0.861,0.795,0.365,24.30,0.43,6,24.61,0.90,6,0.176,0.163,0.335,11.86,0.45,6,13.37,0.58,6,1.181,1.090,0.393,1.083,0.046,6.000,1.210,0.069,6.000,0.886,0.818,0.367,Fig2A,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1479,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,49,49,7,1.1002,0.0984,6,1.1040,0.1161,6,0.015,0.013,0.333,6.44,0.42,6,7.60,0.65,6,0.867,0.800,0.365,7.09,0.43,6,8.40,0.52,6,1.116,1.031,0.386,1.753,0.157,6.000,1.833,0.193,6.000,0.187,0.172,0.335,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1480,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,56,56,7,1.0057,0.0894,6,0.9655,0.1305,6,-0.147,-0.135,0.334,8.36,0.62,6,10.24,1.14,6,0.840,0.776,0.363,8.41,0.41,6,9.89,0.76,6,0.983,0.908,0.375,1.710,0.152,6.000,1.727,0.233,6.000,0.036,0.033,0.333,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1481,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,63,63,7,0.7786,0.1014,6,0.7407,0.0656,6,-0.181,-0.167,0.335,10.94,0.62,6,14.24,0.96,6,1.668,1.540,0.452,8.51,1.00,6,10.55,0.61,6,1.005,0.928,0.376,1.416,0.184,6.000,1.439,0.127,6.000,0.059,0.055,0.333,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1482,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,70,70,7,0.7615,0.0568,6,0.6764,0.0505,6,-0.646,-0.596,0.351,13.48,0.75,6,15.93,0.69,6,1.386,1.279,0.415,10.26,0.51,6,10.77,0.65,6,0.355,0.328,0.339,1.459,0.109,6.000,1.351,0.101,6.000,-0.419,-0.387,0.341,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1483,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,77,77,7,0.6647,0.0329,6,0.6452,0.0358,6,-0.232,-0.214,0.336,15.17,0.40,6,16.99,0.92,6,1.047,0.966,0.380,10.08,0.42,6,10.96,0.13,6,1.143,1.055,0.389,1.312,0.065,6.000,1.310,0.073,6.000,-0.011,-0.011,0.333,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1484,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,84,84,7,0.6683,0.0314,6,0.6623,0.0472,6,-0.061,-0.056,0.333,15.93,0.50,6,17.81,1.15,6,0.867,0.800,0.365,10.64,0.37,6,11.80,0.36,6,1.294,1.194,0.405,1.335,0.063,6.000,1.361,0.097,6.000,0.128,0.118,0.334,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1485,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,91,91,7,0.6463,0.0275,6,0.6360,0.0541,6,-0.098,-0.091,0.334,16.82,0.43,6,18.90,1.31,6,0.871,0.804,0.366,10.87,0.37,6,12.02,0.59,6,0.952,0.879,0.372,1.309,0.056,6.000,1.326,0.113,6.000,0.079,0.073,0.334,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1486,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,98,98,7,0.6137,0.0422,6,0.6593,0.0491,6,0.406,0.375,0.340,17.35,0.30,6,19.60,0.32,6,3.002,2.771,0.717,10.65,0.71,6,12.92,0.94,6,1.117,1.031,0.386,1.253,0.086,6.000,1.387,0.103,6.000,0.578,0.533,0.348,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1487,ES316,Exp166,Study114,Samuelsson,2013,J067,Front Physiol,0.000,mouse,C57BL/6J,yes,yes,yes,yes,0,1,RM1,obesogenic_UK1,-42,41,-42,41,1,,12,12,20,12,6,yes,no,F,individual,RM1,0,41,105,105,7,0.6435,0.0315,6,0.6305,0.0161,6,-0.211,-0.195,0.335,17.57,0.74,6,20.13,0.38,6,1.776,1.640,0.468,11.30,0.28,6,12.69,0.22,6,2.261,2.087,0.551,1.317,0.065,6.000,1.336,0.034,6.000,0.144,0.133,0.334,Fig2B,OC vs. OSF,0,0,0,ass. individual housing for offspring,kcal/day,0,calculations_MAME_FB_Comp1470to1487
Comp1488,ES317,Exp167,Study115,Shalev,2010,J020,Physiol Behav,2.869,rat,Wistar,yes,no,yes,yes,0,1,std_CA2,std_SD_CA2,-45,44,-45,44,1,,9,6,,12,8,yes,no,M,individual,std_CA2,0,44,95,121,1,0.1921,0.0129,6,0.2000,0.0172,5,0.228,0.209,0.369,584.75,26.02,6,580.95,17.14,11,-0.064,-0.061,0.258,112.32,5.63,6,116.21,9.40,5,0.224,0.205,0.369,0.945,0.063,6.000,0.982,0.085,5.000,0.219,0.200,0.369,"text p497, Tab1",CH/CH vs. SD/CH,0,0,0,"ass. individual housing for offspring, REQUEST maternal diet start date! - replyreceived (-45)",kcal/day,0,calculations_MAME_FB_Comp1488to1489
Comp1489,ES318,Exp167,Study115,Shalev,2010,J020,Physiol Behav,2.869,rat,Wistar,yes,no,yes,yes,0,1,std_CA2,std_SD_CA2,-45,44,-45,44,1,,9,6,,12,8,yes,no,M,individual,std_SD_CA2,1,44,95,121,1,0.1435,0.0077,6,0.1600,0.0114,4,0.804,0.726,0.450,700.86,29.93,7,664.67,23.65,9,-0.485,-0.459,0.261,100.60,3.27,6,106.34,6.60,4,0.559,0.505,0.433,0.739,0.040,6.000,0.812,0.058,4.000,0.705,0.637,0.442,"text p497, Tab1",CH/SD vs. SD/SD,0,0,0,"ass. individual housing for offspring, REQUEST maternal diet start date! - replyreceived (-45)",kcal/day,0,calculations_MAME_FB_Comp1488to1489
Comp1490,ES319,Exp168,Study116,Sun,2013,J004,Am J Physiol Regul Integr Comp Physiol,3.284,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,Purina_US1,D12492,2,42,2,42,1,,12,12,,12,10,yes,no,M,individual,Purina_US1,0,42,49,49,7,0.4749,0.0416,12,0.4264,0.0240,12,-0.413,-0.399,0.170,100.53,6.10,12,123.58,4.50,12,1.242,1.199,0.199,47.74,3.02,12,52.69,2.25,12,0.536,0.518,0.173,1.504,0.132,12.000,1.422,0.080,12.000,-0.218,-0.210,0.168,Fig2AB,CHOW-SED vs. HF-SED,0,0,0,,kcal/day,0,calculations_MAME_FB_Comp1490to1495
Comp1491,ES319,Exp168,Study116,Sun,2013,J004,Am J Physiol Regul Integr Comp Physiol,3.284,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,Purina_US1,D12492,2,42,2,42,1,,12,12,,12,10,yes,no,M,individual,Purina_US1,0,42,56,56,7,0.4124,0.0301,12,0.4041,0.0149,12,-0.101,-0.097,0.167,159.80,8.92,12,192.17,5.01,12,1.292,1.247,0.202,65.91,3.11,12,77.66,2.04,12,1.291,1.246,0.202,1.466,0.107,12.000,1.505,0.056,12.000,0.129,0.125,0.167,Fig2AB,CHOW-SED vs. HF-SED,0,0,0,,kcal/day,0,calculations_MAME_FB_Comp1490to1495
