nr,ES_ID,Comp_ID,Exp_ID,Study_ID,First_author,Year,J_abbr_name,animal,Strain,Dam_choice_diet,Dam_diet_start_exp_dPC,Dam_diet_end_exp_dPC,Dam_diet_lactation_incl,Dam_diet_duration,Dam_diet_code_contr,Dam_diet_contr_E,Dam_diet_contr_PNP_kcal,Dam_diet_code_exp,Dam_diet_exp_E,Dam_diet_exp_PNP_kcal,Offspr_diet_code,Offspr_diet_E,Offspr_diet_PNP_kcal,Offspr_diet_prot_pww,Offspr_diet_start_dPC,Litter_size_equalized,Offspr_crossfosterd,Offspr_sex,Bodyweight_mean_contr,Bodyweight_N_contr,Bodyweight_mean_exp,Bodyweight_N_exp,AbsIntake_mean_contr,AbsIntake_N_contr,AbsIntake_mean_exp,AbsIntake_N_exp,RelIntake_mean_contr,RelIntake_N_contr,RelIntake_mean_exp,RelIntake_N_exp,RelIntake2_mean_contr,RelIntake2_mean_exp,Bodyweight_SE_contr,Bodyweight_SE_exp,AbsIntake_SE_contr,AbsIntake_SE_exp,RelIntake_SE_contr,RelIntake_SE_exp,RelIntake2_SE_contr,RelIntake2_SE_exp,Intake_age_dPC,Intake_duration,TBodyweight_age_dPC,Offspr_data_source,Comments,Original_measur_units,Suppl_files,Bodyweight_SD_contr,Bodyweight_SD_exp,AbsIntake_SD_contr,AbsIntake_SD_exp,RelIntake_SD_contr,RelIntake_SD_exp,RelIntake2_SD_contr,RelIntake2_SD_exp,Bodyweight_Cd,Bodyweight_Cd_Var,Bodyweight_Hd,Bodyweight_Hd_Var,AbsIntake_Cd,AbsIntake_Cd_Var,AbsIntake_Hd,AbsIntake_Hd_Var,RelIntake_Cd,RelIntake_Cd_Var,RelIntake_Hd,RelIntake_Hd_Var,RelIntake2_Cd,RelIntake2_Cd_Var,RelIntake2_Hd,RelIntake2_Hd_Var,Exp_ID_sex,shared_control,within_exp_id,control_id,Bodyweight_N_total,Intake_N_total,Bodyweight_Hd_Var_adj,RelIntake2_Hd_Var_adj,Bodyweight_Hd_Var_combined,RelIntake2_Hd_Var_combined
80,ES041,"Comp0125,Comp0126,Comp0127,Comp0128,Comp0129,Comp0130,Comp0131,Comp0132,Comp0133",Exp019,Study018,Kirk,2009,Plos ONE,rat,Sprague-Dawley,0,-42,43,1,85,RM3v1,3.298,0.361088211,RM3vAFE,4.55,0.253443526,RM1,3.285,0.212467724,14.4,43,yes,no,F,194.9244444,8,220.7844444,8,59.49666667,8,75.25333333,8,0.334666667,8,0.363666667,8,1.205888889,1.362444444,8.341575924,9.749485457,5.15519048,6.622153896,0.023626727,0.028651159,0.115424819,0.129863604,106,57,106,Fig2d,"females: Control vs. Lard fed, food intake per g calculated using body weighs Fig2b; not sure about N (8-11), used conservative 8",kcal/day,calculations_MAME_FB_Comp0116to0133,23.59353961,27.57570912,14.58108059,18.7302797,0.066826475,0.081037714,0.32647069,0.367309739,1.0077,0.2817,0.9527,0.2518,0.9388,0.2775,0.8876,0.2481,0.3905,0.2548,0.3692,0.2277,0.4505,0.2563,0.426,0.2291,Exp019_F,0,1,Exp019_F_0_1,16,16,0.278363665,0.255671125,0.282415618,0.256481286
81,ES224,"Comp0969,Comp0973,Comp0977,Comp0981,Comp0985,Comp0989,Comp0993",Exp038,Study031,Bayol,2007,Brit J Nutr,rat,Wistar,1,1,22,0,21,RM3v1,3.298,0.361088211,JunkFood_UK1,NA,NA,RM3v1,3.298,0.361088211,21.9,43,no,no,FM,215.6957143,36,205.55,36,81.36142857,36,80.12142857,36,0.397485714,36,0.411714286,36,1.483571429,1.515,47.74347151,45.26279645,23.61624229,23.1672509,0.065689899,0.067181673,0.440294382,0.444501326,92,49,92,raw,"CCC vs. JCC; raw data from author request, originally Comp299to2302",kcal/day,calculations_MAME_FB_Comp0969to0996,286.460829,271.5767787,141.6974538,139.0035054,0.394139395,0.403090036,2.641766292,2.667007954,-0.0363,0.0556,-0.036,0.0544,-0.0088,0.0556,-0.0087,0.0544,0.0357,0.0556,0.0353,0.0544,0.0118,0.0556,0.0117,0.0544,Exp038_FM,1,1,Exp038_FM_1_SC,108,108,0.055561556,0.055556189,0.055561556,0.055556189
82,ES225,"Comp0970,Comp0974,Comp0978,Comp0982,Comp0986,Comp0990,Comp0994",Exp038,Study031,Bayol,2007,Brit J Nutr,rat,Wistar,1,1,43,1,42,RM3v1,3.298,0.361088211,JunkFood_UK1,NA,NA,RM3v1,3.298,0.361088211,21.9,43,no,no,FM,215.6957143,36,203.29,36,81.36142857,36,77.63857143,36,0.397485714,36,0.398057143,36,1.483571429,1.466142857,47.74347151,46.51054719,23.61624229,23.66294572,0.065689899,0.069435108,0.440294382,0.459500505,92,49,92,raw,"CCC vs. JJC; raw data from author request, originally Comp299to2302",kcal/day,calculations_MAME_FB_Comp0969to0996,286.460829,279.0632831,141.6974538,141.9776743,0.394139395,0.416610651,2.641766292,2.757003031,-0.0439,0.0556,-0.0434,0.0544,-0.0262,0.0556,-0.026,0.0544,0.0014,0.0556,0.0014,0.0544,-0.0065,0.0556,-0.0064,0.0544,Exp038_FM,1,2,Exp038_FM_1_SC,108,108,0.055564276,0.055555745,0.055564276,0.055555745
83,ES038,"Comp0084,Comp0085,Comp0086,Comp0087,Comp0088,Comp0089,Comp0090,Comp0091,Comp0092,Comp0093,Comp0094,Comp0095,Comp0096,Comp0097,Comp0098,Comp0099",Exp018,Study017,Nivoit,2009,Diabetologia,rat,Wistar,0,-60,43,1,103,RM3v2,3.15,0.235294118,RM3vAFE,4.55,0.253443526,RM3v2,3.15,0.235294118,15,43,yes,no,M,377.160625,15,423.675625,10,75.80375,15,83.58875,10,0.23525625,15,0.23566875,10,0.970125,0.9910625,14.7644751,9.221347515,2.642262288,1.784022842,0.002389953,0.001719011,0.042019341,0.028743478,386,337,386,Fig3c,"males: Control vs. Lard fed, food intake per g calculated using body weighs Fig3a; ",g/day,calculations_MAME_FB_Comp084to0115,57.18256618,29.16046124,10.23343784,5.641575578,0.009256248,0.005435991,0.162740207,0.090894857,0.9651,0.1853,0.9333,0.1733,0.8918,0.1826,0.8624,0.1707,0.0517,0.1667,0.05,0.1559,0.1505,0.1671,0.1455,0.1563,Exp018_M,0,1,Exp018_M_0_1,25,25,0.184087644,0.167090072,0.185602512,0.167126889
84,ES039,"Comp0100,Comp0101,Comp0102,Comp0103,Comp0104,Comp0105,Comp0106,Comp0107,Comp0108,Comp0109,Comp0110,Comp0111,Comp0112,Comp0113,Comp0114,Comp0115",Exp018,Study017,Nivoit,2009,Diabetologia,rat,Wistar,0,-60,43,1,103,RM3v2,3.15,0.235294118,RM3vAFE,4.55,0.253443526,RM3v2,3.15,0.235294118,15,43,yes,no,F,247.198125,15,272.0075,8,58.94625,15,63.425625,8,0.266275,15,0.26044375,8,1.010625,1.012625,6.675136235,7.674126986,1.497011607,1.825820021,0.001639741,0.002469185,0.036129974,0.042008928,386,337,386,Fig3d,"females: Control vs. Lard fed, food intake per g calculated using body weighs Fig3b; ",g/day,calculations_MAME_FB_Comp084to0115,25.85269147,21.70570893,5.797901021,5.164198873,0.006350689,0.00698391,0.139930786,0.11881919,1.0106,0.2139,0.9741,0.1987,0.8007,0.2056,0.7717,0.191,-0.8878,0.2088,-0.8557,0.194,0.015,0.1917,0.0145,0.1781,Exp018_F,0,1,Exp018_F_0_1,23,23,0.212294293,0.191671237,0.214258829,0.191671673
85,ES298,"Comp1377,Comp1378,Comp1379,Comp1380,Comp1381,Comp1382,Comp1383,Comp1384,Comp1385,Comp1386,Comp1387,Comp1388,Comp1389,Comp1390",Exp158,Study106,Khan,2005,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,0,-10,21,0,31,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,21.2,42,yes,no,M,327.2285714,6,322.4857143,6,78.99071429,6,83.54785714,6,0.306564286,6,0.31515,6,1.172357143,1.235071429,17.1788065,16.01884047,3.765645458,3.759246695,0.031910757,0.027218717,0.108324908,0.094837832,140,98,140,Fig2,OC vs. OHFC; ,g/day,calculations_MAME_FB_Comp1377_1432,42.07931032,39.23798542,9.223909924,9.20823622,0.078165073,0.066671969,0.265340751,0.232304296,-0.1166,0.3339,-0.1076,0.2845,0.4945,0.3435,0.4564,0.2927,0.1182,0.3339,0.1091,0.2845,0.2515,0.336,0.2321,0.2863,Exp158_M,1,1,Exp158_M_1_SC,18,18,0.333654938,0.334829734,0.333654938,0.334829734
86,ES299,"Comp1391,Comp1392,Comp1393,Comp1394,Comp1395,Comp1396,Comp1397,Comp1398,Comp1399,Comp1400,Comp1401,Comp1402,Comp1403,Comp1404",Exp158,Study106,Khan,2005,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,0,-10,21,0,31,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,21.2,42,yes,no,M,327.2285714,6,350.255,6,78.99071429,6,81.50285714,6,0.306564286,6,0.27735,6,1.172357143,1.114285714,17.1788065,16.44718256,3.765645458,14.16745592,0.031910757,0.17085026,0.108324908,0.513281042,140,98,140,Fig2,OC vs. OHF; ,g/day,calculations_MAME_FB_Comp1377_1432,42.07931032,40.28720499,9.223909924,34.70303795,0.078165073,0.41849596,0.265340751,1.257276649,0.559,0.3464,0.516,0.2951,0.0989,0.3337,0.0913,0.2844,-0.097,0.3337,-0.0896,0.2844,-0.0639,0.3335,-0.059,0.2842,Exp158_M,1,2,Exp158_M_1_SC,18,18,0.340729333,0.333430028,0.340729333,0.333430028
87,ES296,"Comp1349,Comp1350,Comp1351,Comp1352,Comp1353,Comp1354,Comp1355,Comp1356,Comp1357,Comp1358,Comp1359,Comp1360,Comp1361,Comp1362",Exp157,Study105,Khan,2004,Circulation,rat,Sprague-Dawley,0,-10,42,1,52,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,21.2,42,yes,no,F,214.585,10,225.0928571,10,66.89428571,10,68.37071429,10,0.340742857,10,0.330842857,10,1.257857143,1.236214286,10.1405114,9.830248144,2.997114088,2.648537332,0.031719654,0.024345357,0.106423346,0.084207652,133,98,133,Fig4,CON vs. FC; ,g/day,calculations_MAME_FB_Comp1349_1376,32.06711266,31.0859741,9.477706926,8.375410438,0.100306352,0.07698678,0.33654017,0.266287975,0.3327,0.2028,0.3187,0.186,0.1651,0.2007,0.1581,0.1841,-0.1107,0.2003,-0.106,0.1837,-0.0713,0.2001,-0.0683,0.1836,Exp157_F,0,1,Exp157_F_0_1,20,20,0.202539242,0.200116622,0.20282138,0.20012958
88,ES301,"Comp1419,Comp1420,Comp1421,Comp1422,Comp1423,Comp1424,Comp1425,Comp1426,Comp1427,Comp1428,Comp1429,Comp1430,Comp1431,Comp1432",Exp158,Study106,Khan,2005,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,0,-10,21,0,31,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,21.2,42,yes,no,F,213.785,6,225.8964286,6,66.61071429,6,68.555,6,0.342142857,6,0.331528571,6,1.259785714,1.238285714,12.16565188,55.49717174,3.714863966,3.079788954,0.045886965,0.052523757,0.152280052,0.207690532,140,98,140,Fig2,OC vs. OHF; ,g/day,calculations_MAME_FB_Comp1377_1432,29.7996395,135.9397529,9.09952118,7.543911452,0.11239965,0.128656403,0.373008426,0.508735828,0.1231,0.334,0.1136,0.2846,0.2326,0.3356,0.2147,0.2859,-0.0879,0.3337,-0.0811,0.2843,-0.0482,0.3334,-0.0445,0.2841,Exp158_F,1,1,Exp158_F_1_SC,18,18,0.333691804,0.33338834,0.333691804,0.33338834
89,ES300,"Comp1405,Comp1406,Comp1407,Comp1408,Comp1409,Comp1410,Comp1411,Comp1412,Comp1413,Comp1414,Comp1415,Comp1416,Comp1417,Comp1418",Exp158,Study106,Khan,2005,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,0,-10,21,0,31,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,21.2,42,yes,no,F,213.785,6,207.0835714,6,66.61071429,6,67.92,6,0.342142857,6,0.3575,6,1.259785714,1.306857143,12.16565188,9.123133469,3.714863966,2.205643735,0.045886965,0.027868326,0.152280052,0.092863187,140,98,140,Fig2,OC vs. OHFC; ,g/day,calculations_MAME_FB_Comp1377_1432,29.7996395,22.34702185,9.09952118,5.402701705,0.11239965,0.068263178,0.373008426,0.227467423,-0.2544,0.336,-0.2349,0.2863,0.175,0.3346,0.1615,0.2851,0.1652,0.3345,0.1524,0.285,0.1524,0.3343,0.1406,0.2848,Exp158_F,1,2,Exp158_F_1_SC,18,18,0.334866056,0.333882454,0.334866056,0.333882454
90,ES297,"Comp1363,Comp1364,Comp1365,Comp1366,Comp1367,Comp1368,Comp1369,Comp1370,Comp1371,Comp1372,Comp1373,Comp1374,Comp1375,Comp1376",Exp157,Study105,Khan,2004,Circulation,rat,Sprague-Dawley,0,-10,42,1,52,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,21.2,42,yes,no,M,327.1014286,10,348.1471429,10,80.37857143,10,81.43,10,0.326778571,10,0.278092857,10,1.2275,1.116857143,16.56999181,15.57013763,4.069958757,4.009365821,0.043277724,0.02834983,0.130032963,0.097827472,133,98,133,Fig4,CON vs. FC; ,g/day,calculations_MAME_FB_Comp1349_1376,52.39891493,49.23709838,12.87033966,12.67872797,0.136856181,0.089650034,0.411200334,0.309357629,0.4139,0.2043,0.3964,0.1874,0.0823,0.2002,0.0788,0.1836,-0.4208,0.2044,-0.4031,0.1875,-0.3041,0.2023,-0.2912,0.1856,Exp157_M,0,1,Exp157_M_0_1,20,20,0.203928324,0.202119936,0.204364804,0.202355484
91,ES290,Comp1343,Exp154,Study102,Gregorio,2013,Eur J Nutr,mouse,C57BL/6,0,0,42,1,42,SC_BR2,4.149,0.43678161,HF_BR2,6.45,0.133567663,SC_BR2,4.149,0.185819071,19,42,yes,no,M,22.2,5,23.79,5,59.88,5,59.55,5,2.6972,5,2.5032,5,5.855,5.528,0.5,0.44,5.14,1.34,0.2394,0.0729,0.52,0.161,105,63,105,"Tab2, text p 762",SC vs. GL; ,g/day,,1.118033989,0.98386991,11.4933894,2.99633109,0.535314674,0.163009356,1.162755348,0.360006944,1.5098,0.514,1.3637,0.4193,-0.0393,0.4001,-0.0355,0.3264,-0.4903,0.412,-0.4428,0.3361,-0.3799,0.4072,-0.3432,0.3322,Exp154_M,1,2,Exp154_M_1_SC,20,20,0.446491942,0.402944656,0.446491942,0.402944656
92,ES289,Comp1342,Exp154,Study102,Gregorio,2013,Eur J Nutr,mouse,C57BL/6,0,0,21,0,21,SC_BR2,4.149,0.43678161,HF_BR2,6.45,0.133567663,SC_BR2,4.149,0.185819071,19,42,yes,no,M,22.2,5,24.4,5,59.88,5,45.82,5,2.6972,5,1.8778,5,5.855,4.173,0.5,0.41,5.14,1.55,0.2394,0.0711,0.52,0.158,105,63,105,"Tab2, text p 762",SC vs. G; ,g/day,,1.118033989,0.916787871,11.4933894,3.465905365,0.535314674,0.158984433,1.162755348,0.35329874,2.1519,0.6315,1.9436,0.5152,-1.6564,0.5372,-1.4961,0.4382,-2.0751,0.6153,-1.8743,0.502,-1.9574,0.5916,-1.768,0.4826,Exp154_M,1,3,Exp154_M_1_SC,20,20,0.494439524,0.4781456,0.494439524,0.4781456
93,ES155,"Comp0697,Comp0698,Comp0699,Comp0700,Comp0701,Comp0702,Comp0703,Comp0704,Comp0705,Comp0706,Comp0707,Comp0708,Comp0709,Comp0710,Comp0711,Comp0712,Comp0713,Comp0714,Comp0715,Comp0716",Exp092,Study057,Walker,2008,Ann NY Acad Sci,rat,Sprague-Dawley,0,1,43,1,42,std_CA1,3.45,0.210526316,HF_CA1,4.26,0.163934426,std_CA1,3.45,0.210526316,15,43,,,FM,239.0515,16,254.4945,16,67.062,11,75.5065,11,0.317395,11,0.329155,11,1.1738,1.2443,3.898963324,5.341921471,2.649752819,4.006753673,0.008719834,0.015196069,0.043207638,0.066346439,90,46,90,Fig4A,"CD vs. HF; no data on dams age, temperature, photoperiod, culling etc.",kcal/day,calculations_MAME_FB_Comp0697to0716,15.5958533,21.36768588,8.788235887,13.28889856,0.028920417,0.050399658,0.143303524,0.220046245,0.8256,0.1356,0.8048,0.1289,0.7496,0.1946,0.7211,0.1801,0.2862,0.1837,0.2753,0.17,0.3797,0.1851,0.3653,0.1713,Exp092_FM,0,1,Exp092_FM_0_1,32,22,0.13512036,0.184851002,0.135795051,0.185154284
94,ES317,Comp1488,Exp167,Study115,Shalev,2010,Physiol Behav,rat,Wistar,1,-45,44,1,89,std_CA2,3.826,0.264375413,std_SD_CA2,4.275,0.176066025,std_CA2,3.826,0.264375413,20,44,yes,no,M,584.75,6,580.95,11,112.32,6,116.21,5,0.1921,6,0.2,5,0.945,0.982,26.02,17.14,5.63,9.4,0.0129,0.0172,0.063,0.085,95,1,121,"text p497, Tab1","CH/CH vs. SD/CH; ass. individual housing for offspring, REQUEST maternal diet start date! - replyreceived (-45)",kcal/day,calculations_MAME_FB_Comp1488to1489,63.73572311,56.84694891,13.79062725,21.01903899,0.031598418,0.038460369,0.154317854,0.190065778,-0.0642,0.2577,-0.0609,0.2322,0.2238,0.3689,0.2047,0.3084,0.2269,0.369,0.2075,0.3085,0.2162,0.3688,0.1977,0.3083,Exp167_M,0,1,Exp167_M_0_1,17,11,0.25768484,0.368443271,0.257699385,0.368838072
95,ES048,Comp0144,Exp023,Study021,Chen,2009,Plos ONE,rat,Sprague-Dawley,1,-35,42,1,77,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,13.8,42,yes,yes,FM,460.3,12,482.7,12,67.66,12,70.47,11,0.147,12,0.146,11,0.681,0.684,8.8,15.7,5.23,6.23,0.011,0.012,0.054,0.064,148,1,52,Tab3,"CN chow vs. HN chow, body weight Tab3; ",kcal/day,calculations_MAME_FB_Comp0144to0150,30.48409421,54.38639536,18.11725145,20.66257244,0.038105118,0.039799497,0.187061487,0.212263987,0.5081,0.172,0.4906,0.1604,0.1451,0.1747,0.1398,0.1623,-0.0257,0.1743,-0.0248,0.1619,0.015,0.1742,0.0145,0.1619,Exp023_FM,0,3,Exp023_FM_0_3,24,23,0.171681008,0.174246995,0.172136857,0.17424743
96,ES265,Comp1242,Exp145,Study093,Rajia,2013,Nutr Metab Cardiovasc Disease,rat,Sprague-Dawley,1,-35,42,1,77,stdGSSAU1,2.629,0.265767935,SF01-020-025,4.536,0.186046512,stdGSSAU1,2.629,0.265767935,13.8,42,,,F,141.7,11,162.25,10,56.68,12,60.78,10,0.4,11,0.3746,10,1.38,1.337,2.92,6.96,1.95,5.77,0.011,0.0317,0.055,0.139,113,70,82,Tab1,"CC vs. HC; used mean body weight between start and end of the intake measurement, no info on dam N, culling and cross-fostering",kcal/day,calculations_MAME_FB_Comp1242_1245,9.684544388,22.00945251,6.75499815,18.2463421,0.036482873,0.100244202,0.182414363,0.439556595,1.2307,0.227,1.1815,0.2092,0.31,0.1855,0.2982,0.1717,-0.3437,0.1937,-0.33,0.1785,-0.1302,0.1913,-0.125,0.1763,Exp145_F,0,1,Exp145_F_0_1,21,22,0.224145811,0.183688447,0.227644413,0.183723958
97,ES052,Comp0148,Exp024,Study022,Chen,2009,Obesity,rat,Sprague-Dawley,1,-35,42,1,77,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,13.8,42,no,no,FM,35,22,60.6,22,7.74,22,8.54,22,0.221,22,0.141,22,0.538,0.393,1.1,4.4,0.35,0.87,0.007,0.01,0.029,0.049,43,1,42,text p1357,offspring of lean vs. obese dams; not sure about the numbers of dams,kcal/day,calculations_MAME_FB_Comp0144to0150,5.159457336,20.63782934,1.641645516,4.080661711,0.03283291,0.046904158,0.136022057,0.229830372,1.7019,0.1238,1.6713,0.1194,0.2572,0.0917,0.2526,0.0884,-1.9761,0.1353,-1.9406,0.1305,-0.7678,0.0976,-0.754,0.0941,Exp024_FM,0,1,Exp024_FM_0_1,44,44,0.122650496,0.0973695,0.124161992,0.097677139
98,ES049,Comp0145,Exp023,Study021,Chen,2009,Plos ONE,rat,Sprague-Dawley,1,-35,42,1,77,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,13.8,42,yes,yes,FM,506.6,12,524.8,12,73.96,12,78.2,10,0.146,12,0.149,10,0.693,0.713,8.5,6.6,5.71,5.86,0.011,0.011,0.055,0.054,148,1,52,Tab3,"CS chow vs. HS chow, body weight Tab3; ",kcal/day,calculations_MAME_FB_Comp0144to0150,29.44486373,22.86307066,19.78002022,18.53094709,0.038105118,0.034785054,0.190525589,0.170762994,0.6904,0.1766,0.6666,0.1646,0.2205,0.1844,0.2121,0.1707,0.0819,0.1835,0.0788,0.1698,0.11,0.1836,0.1058,0.1699,Exp023_FM,0,4,Exp023_FM_0_4,24,22,0.175924074,0.183587734,0.176765657,0.183613174
99,ES264,Comp1241,Exp144,Study092,Chen,2012,J Neuroendocrinol,rat,Sprague-Dawley,1,-35,42,1,77,stdGSSAU1,2.629,0.265767935,SF03-020,4.74,0.194097049,stdGSSAU1,2.629,0.265767935,13.8,42,yes,yes,M,214.7,12,244.2,12,63.58,12,67.88,12,0.2961,12,0.278,12,1.134,1.099,3.54,8.16,5.74,4.78,0.0272,0.0217,0.104,0.086,113,70,78,Tab1,CC vs. HC; used mean body weight between start and end of the intake measurement,kcal/day,calculations_MAME_FB_Comp1241,12.26291972,28.26706918,19.88394327,16.55840572,0.094223564,0.075171005,0.360266568,0.297912739,1.354,0.2049,1.3073,0.191,0.235,0.1678,0.2269,0.1564,-0.2124,0.1676,-0.205,0.1562,-0.1059,0.1669,-0.1022,0.1556,Exp144_M,0,1,Exp144_M_0_1,24,24,0.202271527,0.166884268,0.205508332,0.166904049
100,ES280,Comp1257,Exp150,Study098,Chen,2014,Diabetologia,rat,Sprague-Dawley,0,-42,42,1,84,stdGSSAU1,2.629,0.265767935,SF03-020,4.74,0.194097049,stdGSSAU1,2.629,0.265767935,13.8,42,yes,no,M,377,31,385,31,70.39,31,73.71,31,0.1867,31,0.1915,31,0.823,0.848,5,8,12.8,14.46,0.034,0.0378,0.15,0.167,84,42,84,Tab1,CC vs. HC; used body weight at the end of the intake measurement,kcal/day,,27.83882181,44.5421149,71.26738384,80.50987269,0.189303988,0.210461493,0.835164654,0.929816649,0.2154,0.0649,0.2127,0.0633,0.0437,0.0645,0.0431,0.0629,0.024,0.0645,0.0237,0.0629,0.0283,0.0645,0.0279,0.0629,Exp150_M,0,1,Exp150_M_0_1,62,62,0.064880978,0.064522407,0.06489314,0.064522616
101,ES313,Comp1468,Exp165,Study113,Rajia,2012,thesis,rat,Sprague-Dawley,1,-35,41,1,76,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,13.8,42,no,no,F,195.95,13,212.37,9,59.24,13,65.64,9,0.3024,13,0.3091,9,1.131,1.18,3,3,60.89,66.66,0.3108,0.3139,1.163,1.198,116,70,92,"Fig5.5B, Fig5.1",CNC vs. HNC; mean body weight betweeweeks 5 and 15 calculatedfrom Fig 5.1,kcal/day,calculations_MAME_FB_Comp1468to1469,10.81665383,9,219.5420172,199.98,1.120605336,0.9417,4.193256133,3.594,1.6211,0.2478,1.5595,0.2293,0.0302,0.1881,0.0291,0.174,0.0064,0.188,0.0061,0.174,0.0124,0.188,0.0119,0.174,Exp165_F,0,2,Exp165_F_0_2,22,22,0.24330783,0.188037406,0.248835194,0.188037728
102,ES266,Comp1243,Exp146,Study094,Caruso,2013,J Neuroendocrinol,rat,Sprague-Dawley,1,-35,42,1,77,stdGSSAU1,2.629,0.265767935,SF01-020-caf,NA,NA,stdGSSAU1,2.629,0.265767935,13.8,42,no,no,M,544.2,12,628.7,12,7.43,12,7.77,12,0.0137,12,0.0124,12,0.066,0.062,14.1,1.1,0.19,0.38,0.0005,0.0006,0.002,0.003,126,84,126,Tab2,CCS vs. FCS; used final body weight at the end of the intake measurement,kcal/day,calculations_MAME_FB_Comp1242_1245,48.84383277,3.810511777,0.658179307,1.316358614,0.001732051,0.002078461,0.006928203,0.010392305,2.4392,0.2906,2.3551,0.2709,0.3267,0.1689,0.3154,0.1574,-0.6795,0.1763,-0.6561,0.1643,-0.4529,0.1709,-0.4373,0.1594,Exp146_M,0,1,Exp146_M_0_1,24,24,0.282218667,0.170650652,0.292723394,0.171012832
103,ES053,Comp0149,Exp025,Study023,Rajia,2010,J Neuroendocrinol,rat,Sprague-Dawley,1,-35,42,1,77,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,13.8,42,no,no,M,320.9,10,363.6,10,86,17,95.63,16,0.268,17,0.263,16,1.134,1.148,2.7,3.6,2.36,2.05,0.007,0.005,0.033,0.027,127,80,92,Tab3,CNC vs. HNC; body weight Fig1B at 10 weeks,kcal/day,calculations_MAME_FB_Comp0144to0150,8.538149682,11.38419958,9.730529276,8.2,0.028861739,0.02,0.136062486,0.108,4.2436,0.6502,4.0643,0.5964,1.0673,0.1386,1.0413,0.1319,-0.2002,0.1219,-0.1954,0.1161,0.1136,0.1215,0.1108,0.1157,Exp025_M,0,2,Exp025_M_0_2,20,33,0.612963362,0.121509539,0.65884818,0.12152154
104,ES267,Comp1244,Exp147,Study095,Bahari,2013,Endocrinology,rat,Sprague-Dawley,1,-35,42,1,77,stdGSSAU1,2.629,0.265767935,SF01-020-caf,NA,NA,stdGSSAU1,2.629,0.265767935,13.8,40,yes,no,F,230.33,23,257.82,23,36.34,23,41.99,23,0.1578,23,0.1629,23,0.615,0.653,2.92,6.96,0.81,0.91,0.004,0.0056,0.016,0.023,92,35,92,Fig2,"CC vs. FC; used final body weight at the end of the intake measurement, SE for body weight taken from Rajia et al. 2013",kcal/day,calculations_MAME_FB_Comp1242_1245,14.00382805,33.3789874,3.884623534,4.364206686,0.019183326,0.026856657,0.076733304,0.110304125,1.074,0.0995,1.0556,0.0961,1.3676,0.1073,1.3441,0.1036,0.2185,0.0875,0.2148,0.0845,0.3999,0.0887,0.3931,0.0857,Exp147_F,0,1,Exp147_F_0_1,46,46,0.099068384,0.08863617,0.099618924,0.088712517
105,ES205,Comp0889,Exp122,Study079,Bouanane,2010,Metab Clin Exp,rat,Wistar,1,1,43,1,42,stdUAR_FR,3.293,0.331581076,caf_FR,4.2,0.29950495,stdUAR_FR,3.293,0.331581076,20.5,43,yes,no,M,346,10,486,10,68.45,10,121,10,0.1978,10,0.249,10,0.853,1.169,13.6,8.85,4.21,5.76,0.0093,0.011,0.062,0.06,112,69,112,Tab2,CC vs. OC; no data on dams age,kcal/day,calculations_MAME_FB_Comp0889to0890,43.00697618,27.98615729,13.31318895,18.21471932,0.029409182,0.034785054,0.196061215,0.18973666,3.8586,0.5722,3.6956,0.5249,3.294,0.4713,3.1548,0.4323,1.5896,0.2632,1.5224,0.2414,1.6379,0.2671,1.5687,0.245,Exp122_M,0,1,Exp122_M_0_1,20,20,0.541436484,0.261520492,0.579373871,0.268356103
